fundCode,fundName,setupDate,issueDate,wrtOffDate,isinitial,fundCorp,ivstTypeCode,ivstTypeInDt,ivstTypeExDt,fundType,typeInDt,typeExDt,frstIvstType,scndIvstType
000739.OF,平安新鑫先锋A,20150129,20150105,,1,平安基金,2.00E+15,20150129,,开放式,20150129,,混合型基金,灵活配置型基金
000740.OF,兴银货币B,20140827,20140811,,0,兴银基金,2.00E+15,20140827,,开放式,20140827,,货币市场型基金,货币市场型基金
000741.OF,兴银货币A,20140827,20140811,,1,兴银基金,2.00E+15,20140827,,开放式,20140827,,货币市场型基金,货币市场型基金
000742.OF,国泰新经济,20140916,20140818,,1,国泰基金,2.00E+15,20140916,,开放式,20140916,,混合型基金,灵活配置型基金
000743.OF,红塔红土盛世普益,20140918,20140818,,1,红塔红土基金,2.00E+15,20140918,,开放式,20140918,,混合型基金,灵活配置型基金
000744.OF,北信瑞丰稳定收益A,20140827,20140728,,1,北信瑞丰基金,2.00E+15,20140827,,开放式,20140827,,债券型基金,中长期纯债型基金
000745.OF,北信瑞丰稳定收益C,20140827,20140728,,0,北信瑞丰基金,2.00E+15,20140827,,开放式,20140827,,债券型基金,中长期纯债型基金
000746.OF,招商行业精选,20140903,20140811,,1,招商基金,2.00E+15,20140903,,开放式,20140903,,股票型基金,普通股票型基金
000747.OF,广发逆向策略,20140904,20140804,,1,广发基金,2.00E+15,20140904,,开放式,20140904,,混合型基金,灵活配置型基金
000748.OF,广发活期宝A,20140828,20140825,,1,广发基金,2.00E+15,20140828,,开放式,20140828,,货币市场型基金,货币市场型基金
000749.OF,国金鑫安保本,20140827,20140731,20171114,1,国金基金,2.00E+15,20140827,20171114,开放式,20140827,20171114,混合型基金,平衡混合型基金
000750.OF,安信现金增利A,20141124,20141110,,1,安信基金,2.00E+15,20141124,,开放式,20141124,,货币市场型基金,货币市场型基金
000751.OF,嘉实新兴产业,20140917,20140818,,1,嘉实基金,2.00E+15,20140917,,开放式,20140917,,股票型基金,普通股票型基金
000752.OF,博时优势收益信用债,20140915,20140814,20180122,1,博时基金,2.00E+15,20140915,20180122,开放式,20140915,20180122,债券型基金,中长期纯债型基金
000753.OF,华宝量化对冲A,20140917,20140818,,1,华宝基金,2.00E+15,20140917,,开放式,20140917,,另类投资基金,股票多空
000754.OF,华宝量化对冲C,20140917,20140818,,0,华宝基金,2.00E+15,20140917,,开放式,20140917,,另类投资基金,股票多空
000755.OF,富安达新兴成长,20140911,20140811,,1,富安达基金,2.00E+15,20140911,,开放式,20140911,,混合型基金,灵活配置型基金
000756.OF,建信潜力新蓝筹,20140910,20140813,,1,建信基金,2.00E+15,20140910,,开放式,20140910,,股票型基金,普通股票型基金
000757.OF,华富智慧城市,20141031,20140917,,1,华富基金,2.00E+15,20141031,,开放式,20141031,,混合型基金,灵活配置型基金
000758.OF,招商招钱宝C,20140829,,,0,招商基金,2.00E+15,20140829,,开放式,20140829,,货币市场型基金,货币市场型基金
000759.OF,平安财富宝,20140821,20140818,,1,平安基金,2.00E+15,20140821,,开放式,20140821,,货币市场型基金,货币市场型基金
000760.OF,工银瑞信财富快线A,20150619,20150615,,1,工银瑞信基金,2.00E+15,20150619,,开放式,20150619,,货币市场型基金,货币市场型基金
000761.OF,国富健康优质生活,20140923,20140825,,1,国海富兰克林基金,2.00E+15,20140923,,开放式,20140923,,股票型基金,普通股票型基金
000762.OF,汇添富绝对收益策略A,20170315,20170220,,1,汇添富基金,2.00E+15,20170315,,开放式,20170315,,另类投资基金,股票多空
000763.OF,工银瑞信新财富,20140919,20140818,,1,工银瑞信基金,2.00E+15,20140919,,开放式,20140919,,混合型基金,灵活配置型基金
000764.OF,万家货币E,20140822,,,0,万家基金,2.00E+15,20140822,,开放式,20140822,,货币市场型基金,货币市场型基金
000765.OF,上投摩根岁岁盈B,20140828,,20181108,0,上投摩根基金,2.00E+15,20140828,20181108,开放式,20140828,20181108,债券型基金,中长期纯债型基金
000766.OF,上投摩根岁岁盈D,20140828,,20181108,0,上投摩根基金,2.00E+15,20140828,20181108,开放式,20140828,20181108,债券型基金,中长期纯债型基金
000767.OF,华富国泰民安,20150204,20150105,,1,华富基金,2.00E+15,20150204,,开放式,20150204,,混合型基金,灵活配置型基金
000768!1.OF,长城久盈纯债,20141028,20141013,20190122,0,长城基金,2.00E+15,20141028,20190122,开放式,20141028,20190122,债券型基金,中长期纯债型基金
000768.OF,长城久盈纯债,20190123,20190123,20190425,1,长城基金,2.00E+15,20190123,20190425,开放式,20190123,20190425,债券型基金,中长期纯债型基金
000769.OF,长城久盈纯债A,20141028,20141020,20190122,1,长城基金,2.00E+15,20141028,20190122,开放式,20141028,20190122,债券型基金,中长期纯债型基金
000770.OF,长城久盈纯债B,20141028,20141013,20190122,0,长城基金,2.00E+15,20141028,20190122,开放式,20141028,20190122,债券型基金,中长期纯债型基金
000771.OF,诺安聚鑫宝A,20140901,20140828,,1,诺安基金,2.00E+15,20140901,,开放式,20140901,,货币市场型基金,货币市场型基金
000772.OF,景顺长城中国回报,20141106,20140930,,1,景顺长城基金,2.00E+15,20141106,,开放式,20141106,,混合型基金,灵活配置型基金
000773.OF,万家现金宝A,20140923,20140911,,1,万家基金,2.00E+15,20140923,,开放式,20140923,,货币市场型基金,货币市场型基金
000774.OF,天弘瑞利分级,20150120,20150105,20180122,0,天弘基金,2.00E+15,20150120,20180122,开放式,20150120,20180122,债券型基金,混合债券型二级基金
000775.OF,天弘瑞利A,20150120,20150105,20180122,1,天弘基金,2.00E+15,20150120,20180122,开放式,20150120,20180122,债券型基金,混合债券型二级基金
000776.OF,天弘瑞利B,20150120,20150105,20180122,0,天弘基金,2.00E+15,20150120,20180122,封闭式,20150120,20180122,债券型基金,混合债券型二级基金
000778.OF,鹏华先进制造,20141104,20141013,,1,鹏华基金,2.00E+15,20141104,,开放式,20141104,,股票型基金,普通股票型基金
000779.OF,诺安聚鑫宝B,20140904,,,0,诺安基金,2.00E+15,20140904,,开放式,20140904,,货币市场型基金,货币市场型基金
000780.OF,鹏华医疗保健,20140923,20140825,,1,鹏华基金,2.00E+15,20140923,,开放式,20140923,,股票型基金,普通股票型基金
000781.OF,国投瑞银岁增利A,20140926,20140901,20200114,1,国投瑞银基金,2.00E+15,20140926,20200114,开放式,20140926,20200114,债券型基金,中长期纯债型基金
000782.OF,国投瑞银岁增利C,20140926,20140901,20200114,0,国投瑞银基金,2.00E+15,20140926,20200114,开放式,20140926,20200114,债券型基金,中长期纯债型基金
000783!1.OF,博时月月盈A,20140922,20140915,20190904,1,博时基金,2.00E+15,20140922,20190904,开放式,20140922,20190904,货币市场型基金,货币市场型基金
000783.OF,博时季季享三个月A,20190905,20190905,,1,博时基金,2.00E+15,20190905,,开放式,20190905,,债券型基金,短期纯债型基金
000784!1.OF,博时月月盈R,20140922,20140915,20190904,0,博时基金,2.00E+15,20140922,20190904,开放式,20140922,20190904,货币市场型基金,货币市场型基金
000784.OF,博时季季享三个月B,20190905,20190905,,0,博时基金,2.00E+15,20190905,,开放式,20190905,,债券型基金,短期纯债型基金
000785.OF,华融现金增利A,20140916,20140901,,1,华融基金,2.00E+15,20140916,,开放式,20140916,,货币市场型基金,货币市场型基金
000786.OF,华融现金增利B,20140916,20140901,,0,华融基金,2.00E+15,20140916,,开放式,20140916,,货币市场型基金,货币市场型基金
000787.OF,华融现金增利C,20140916,20140901,,0,华融基金,2.00E+15,20140916,,开放式,20140916,,货币市场型基金,货币市场型基金
000788.OF,前海开源中国成长,20140929,20140901,,1,前海开源基金,2.00E+15,20140929,,开放式,20140929,,混合型基金,灵活配置型基金
000789.OF,易方达龙宝A,20140912,20140909,,1,易方达基金,2.00E+15,20140912,,开放式,20140912,,货币市场型基金,货币市场型基金
000790.OF,易方达龙宝B,20140912,20140909,,0,易方达基金,2.00E+15,20140912,,开放式,20140912,,货币市场型基金,货币市场型基金
000791.OF,银华双月定期理财A,20140905,20140901,,1,银华基金,2.00E+15,20140905,,开放式,20140905,,货币市场型基金,货币市场型基金
000792.OF,招商定期宝六个月,20170616,20170613,,1,招商基金,2.00E+15,20170616,,开放式,20170616,,债券型基金,短期纯债型基金
000793.OF,工银瑞信高端制造行业,20141022,20140922,,1,工银瑞信基金,2.00E+15,20141022,,开放式,20141022,,股票型基金,普通股票型基金
000794.OF,宝盈睿丰创新AB,20140926,20140923,,1,宝盈基金,2.00E+15,20140926,,开放式,20140926,,混合型基金,灵活配置型基金
000796.OF,宝盈睿丰创新C,20140926,20140923,,0,宝盈基金,2.00E+15,20140926,,开放式,20140926,,混合型基金,灵活配置型基金
000797.OF,方正富邦金小宝,20140924,20140911,,1,方正富邦基金,2.00E+15,20140924,,开放式,20140924,,货币市场型基金,货币市场型基金
000798!1.OF,民生加银家盈季度,20170913,20170821,20180925,1,民生加银基金,2.00E+15,20170913,20180925,开放式,20170913,20180925,货币市场型基金,货币市场型基金
000798.OF,民生加银家盈季度,20180926,20180926,,1,民生加银基金,2.00E+15,20180926,,开放式,20180926,,债券型基金,短期纯债型基金
000799!1.OF,民生加银家盈半年,20180211,20171117,20180812,1,民生加银基金,2.00E+15,20180211,20180812,开放式,20180211,20180812,货币市场型基金,货币市场型基金
000799.OF,民生加银家盈半年,20180813,20180813,,1,民生加银基金,2.00E+15,20180813,,开放式,20180813,,债券型基金,短期纯债型基金
000800.OF,华商未来主题,20141014,20141009,,1,华商基金,2.00E+15,20141014,20150805,开放式,20141014,,股票型基金,普通股票型基金
000800.OF,华商未来主题,20141014,20141009,,1,华商基金,2.00E+15,20150806,,开放式,20141014,,混合型基金,偏股混合型基金
000801.OF,中金纯债A,20141104,20140929,,1,中金基金,2.00E+15,20141104,,开放式,20141104,,债券型基金,中长期纯债型基金
000802.OF,中金纯债C,20141104,20140929,,0,中金基金,2.00E+15,20141104,,开放式,20141104,,债券型基金,中长期纯债型基金
000803.OF,工银瑞信研究精选,20141023,20140922,,1,工银瑞信基金,2.00E+15,20141023,,开放式,20141023,,股票型基金,普通股票型基金
000804.OF,中信建投稳利A,20140926,20140912,,1,中信建投基金,2.00E+15,20140926,,开放式,20140926,,混合型基金,偏债混合型基金
000805.OF,中银新经济,20140930,20140909,,1,中银基金,2.00E+15,20140930,,开放式,20140930,,混合型基金,灵活配置型基金
000806.OF,信诚3个月理财A,20141022,20141013,20150326,1,中信保诚基金,2.00E+15,20141022,20150326,开放式,20141022,20150326,货币市场型基金,货币市场型基金
000807.OF,信诚3个月理财B,20141022,20141013,20150326,0,中信保诚基金,2.00E+15,20141022,20150326,开放式,20141022,20150326,货币市场型基金,货币市场型基金
000808!1.OF,招商招利1个月A,20140925,20140923,20200227,1,招商基金,2.00E+15,20140925,20200227,开放式,20140925,20200227,货币市场型基金,货币市场型基金
000808.OF,招商招利1个月A,20200228,20200228,,1,招商基金,2.00E+15,20200228,,开放式,20200228,,债券型基金,短期纯债型基金
000809!1.OF,招商招利1个月B,20140925,20140923,20200227,0,招商基金,2.00E+15,20140925,20200227,开放式,20140925,20200227,货币市场型基金,货币市场型基金
000809.OF,招商招利1个月B,20200228,20200228,,0,招商基金,2.00E+15,20200228,,开放式,20200228,,债券型基金,短期纯债型基金
000810.OF,富国收益增强A,20141028,20140925,,1,富国基金,2.00E+15,20141028,,开放式,20141028,,债券型基金,混合债券型二级基金
000812.OF,富国收益增强C,20141028,20140925,,0,富国基金,2.00E+15,20141028,,开放式,20141028,,债券型基金,混合债券型二级基金
000813.OF,鑫元合享分级,20141015,20141008,20181112,0,鑫元基金,2.00E+15,20141015,20181112,开放式,20141015,20181112,债券型基金,中长期纯债型基金
000814!1.OF,鑫元合享分级A,20141015,20141013,20181112,1,鑫元基金,2.00E+15,20141015,20181112,开放式,20141015,20181112,债券型基金,中长期纯债型基金
000814.OF,鑫元合享纯债C,20181113,20181113,,0,鑫元基金,2.00E+15,20181113,,开放式,20181113,,债券型基金,中长期纯债型基金
000815!1.OF,鑫元合享分级B,20141015,20141008,20181112,0,鑫元基金,2.00E+15,20141015,20181112,开放式,20141015,20181112,债券型基金,中长期纯债型基金
000815.OF,鑫元合享纯债A,20181113,20181113,,1,鑫元基金,2.00E+15,20181113,,开放式,20181113,,债券型基金,中长期纯债型基金
000816.OF,南方理财金A,20141205,20141117,,1,南方基金,2.00E+15,20141205,,开放式,20141205,,货币市场型基金,货币市场型基金
000817.OF,中银安心回报半年,20141024,20140929,,1,中银基金,2.00E+15,20141024,,开放式,20141024,,债券型基金,中长期纯债型基金
000818.OF,诺安天天宝C,20140924,,,0,诺安基金,2.00E+15,20140924,,开放式,20140924,,货币市场型基金,货币市场型基金
000819.OF,新华财富金30天,20140926,20140922,20160424,1,新华基金,2.00E+15,20140926,20160424,开放式,20140926,20160424,货币市场型基金,货币市场型基金
000820.OF,华安中证高分红指数增强A,20141114,20141013,20151207,1,华安基金,2.00E+15,20141114,20151207,开放式,20141114,20151207,股票型基金,增强指数型基金
000821.OF,华安中证高分红指数增强C,20141114,20141013,20151207,0,华安基金,2.00E+15,20141114,20151207,开放式,20141114,20151207,股票型基金,增强指数型基金
000822.OF,东海美丽中国,20141114,20141016,,1,东海基金,2.00E+15,20141114,,开放式,20141114,,混合型基金,灵活配置型基金
000823.OF,银华高端制造业,20141113,20141016,,1,银华基金,2.00E+15,20141113,,开放式,20141113,,混合型基金,灵活配置型基金
000824.OF,圆信永丰双红利A,20141119,20141020,,1,圆信永丰基金,2.00E+15,20141119,,开放式,20141119,,混合型基金,灵活配置型基金
000825.OF,圆信永丰双红利C,20141119,20141020,,0,圆信永丰基金,2.00E+15,20141119,,开放式,20141119,,混合型基金,灵活配置型基金
000826.OF,广发中证百发100A,20141030,20141020,,1,广发基金,2.00E+15,20141030,,开放式,20141030,,股票型基金,被动指数型基金
000827.OF,广发中证百发100E,20141030,20141020,,0,广发基金,2.00E+15,20141030,,开放式,20141030,,股票型基金,被动指数型基金
000828.OF,泰达宏利转型机遇,20141118,20141023,,1,泰达宏利基金,2.00E+15,20141118,,开放式,20141118,,股票型基金,普通股票型基金
000829.OF,易方达天天发A,20170216,20170213,,1,易方达基金,2.00E+15,20170216,,开放式,20170216,,货币市场型基金,货币市场型基金
000830.OF,易方达天天发B,20170216,20170213,,0,易方达基金,2.00E+15,20170216,,开放式,20170216,,货币市场型基金,货币市场型基金
000831.OF,工银瑞信医疗保健行业,20141118,20141027,,1,工银瑞信基金,2.00E+15,20141118,,开放式,20141118,,股票型基金,普通股票型基金
000832.OF,天弘现金C,20141015,,,0,天弘基金,2.00E+15,20141015,,开放式,20141015,,货币市场型基金,货币市场型基金
